 ,Area1,Mean1,Min1,Max1,Area2,Mean2,Min2,Max2,Area3,Mean3,Min3,Max3
267,1.585,664.519,473,978,1.585,4368.039,4154,4548,1.585,188.788,168,217
268,1.585,683.904,475,984,1.585,4486.231,4239,4671,1.585,189.346,166,226
269,1.585,676.481,511,1006,1.585,4458.865,4243,4690,1.585,190.596,163,224
270,1.585,675.635,502,1030,1.585,4440.327,4268,4546,1.585,190.923,165,218
271,1.585,706.962,491,1076,1.585,4554.885,4350,4729,1.585,191.769,159,226
272,1.585,680.558,508,979,1.585,4436.519,4264,4620,1.585,192.308,166,230
273,1.585,679.058,516,1024,1.585,4441.923,4206,4688,1.585,188.654,166,222
274,1.585,679.096,501,1020,1.585,4422.442,4179,4582,1.585,188.250,158,231
275,1.585,682.077,487,997,1.585,4388.019,4160,4592,1.585,187.673,165,210
276,1.585,674.385,495,1031,1.585,4372.192,4194,4600,1.585,186.058,156,222
277,1.585,672.115,479,960,1.585,4369.289,4179,4541,1.585,183.577,164,217
278,1.585,674.481,489,987,1.585,4391.750,4117,4556,1.585,185.192,153,225
279,1.585,666.000,503,943,1.585,4336.865,4195,4487,1.585,189.135,166,222
280,1.585,664.269,474,1002,1.585,4362.865,4233,4550,1.585,188.212,147,241
281,1.585,665.558,472,977,1.585,4344.519,4120,4532,1.585,184.442,163,213
282,1.585,666.808,470,965,1.585,4349.615,4105,4507,1.585,189.077,166,231
283,1.585,676.135,519,991,1.585,4382.596,4136,4590,1.585,186.308,164,219
284,1.585,675.519,496,1041,1.585,4336.808,4121,4540,1.585,189.423,158,229
285,1.585,683.731,517,992,1.585,4387.461,4154,4599,1.585,189.654,157,248
286,1.585,678.442,491,947,1.585,4327.250,4111,4506,1.585,185.654,164,226
287,1.585,689.404,462,1023,1.585,4459.135,4261,4663,1.585,190.077,157,216
288,1.585,691.077,475,1030,1.585,4450.346,4209,4673,1.585,188.865,165,225
289,1.585,699.558,507,991,1.585,4491.442,4228,4697,1.585,188.615,158,232
290,1.585,683.173,486,951,1.585,4401.961,4173,4580,1.585,186.635,160,219
291,1.585,676.058,482,958,1.585,4391.981,4162,4596,1.585,184.250,149,226
292,1.585,684.192,502,984,1.585,4400.346,4195,4568,1.585,190.308,165,219
293,1.585,683.846,509,1018,1.585,4447.539,4187,4606,1.585,191.519,168,223
294,1.585,678.635,503,1008,1.585,4397.019,4186,4665,1.585,188.000,157,221
295,1.585,677.942,490,977,1.585,4348.442,4143,4615,1.585,184.885,154,216
296,1.585,686.558,491,1003,1.585,4384.019,4149,4533,1.585,186.808,159,218
297,1.585,679.962,501,1064,1.585,4350.173,4135,4592,1.585,186.558,159,234
298,1.585,678.212,481,1035,1.585,4340.000,4102,4634,1.585,187.019,157,218
299,1.585,681.423,507,945,1.585,4330.404,4152,4492,1.585,183.577,157,226
300,1.585,682.058,494,995,1.585,4338.192,4016,4470,1.585,187.154,149,241
